ID_Municipio,Municipio,Sección Electoral,Población Aprox.,Promotores Ambientales,Fiscalización 3ra Categoría,GIRSU y Residuos,Áreas Protegidas y Arbolado,Otras Acciones Ambientales,Fuentes Oficiales,,,,,,,,,
MUN-BA-046,San Miguel del Monte,Quinta,25000,Acciones de concientización y educación ambiental vecinal promovidas por la Dirección de Medio Ambiente y colectivos comunitarios para el cuidado de los espejos de agua y reducción de residuos plásticos.,Competencia provincial exclusiva (Ministerio de Ambiente PBA). Parque Industrial y actividad avícola/frigorífica regional; el municipio audita habilitaciones de 1ra y 2da categoría y supervisa descargas hacia la cuenca lacustre.,Construcción de nave industrial (1.000 m²) para la Planta de Tratamiento de Residuos Sólidos Urbanos orientada a sanear y clausurar el basural a cielo abierto histórico. Ordenanza de grandes generadores para separación obligatoria en origen.,Laguna de San Miguel del Monte y Laguna Las Perdices (humedales y espejos de agua de alto valor ecológico y turístico). Plan de protección del arbolado de ribera.,Monitoreo de cianobacterias y calidad del agua en lagunas; ordenanza de ordenamiento territorial para protección de planicies de inundación de la cuenca del Salado.,https://monte.gob.ar/ ; https://monte.gob.ar/comenzamos-la-construccion-de-la-planta-de-tratamiento-de-residuos/,,,,,,,,,
MUN-BA-047,General Madariaga,Quinta,24000,"Programas de concientización comunitaria a través de la Dirección de Medio Ambiente municipal, con eje en compostaje domiciliario y separación de residuos secos en escuelas y comercios.",Competencia de 3ra categoría a cargo de la Provincia de Buenos Aires. El municipio posee Parque Industrial y aserraderos/agroalimentos (1ra y 2da categoría bajo supervisión municipal de habilitación y zonificación).,Planta de reciclaje municipal en planta urbana. Expropiación ratificada judicialmente del predio del basural regional de 98 ha en Ruta 11 para su reconversión en Centro Ambiental Regional junto a Pinamar y Villa Gesell.,"Reserva Natural Laguna Salada Grande (5.500 ha de humedal y avifauna), Laguna Los Horcones y bosque nativo del Talar de Madariaga (talares bonaerenses protegidos).",Ordenanza de regulación y control de agroquímicos y fitosanitarios con zonas de exclusión periurbana; programas de conservación del bosque nativo de tala.,https://www.madariaga.gob.ar/ ; https://www.madariaga.gob.ar/noticias/31889/,,,,,,,,,
MUN-BA-048,Ayacucho,Quinta,23000,Promotores ambientales escolares y juveniles en articulación con el Centro de Educación Agraria (CEA N° 12),escuelas técnicas y organizaciones civiles locales para talleres de reciclado y reutilización.,Ministerio de Ambiente PBA. Cuenta con Sector Industrial Planificado donde opera la primera planta de reciclaje integral de baterías en desuso y fundición de plomo del país (Mateo Hermanos S.A.),monitoreada estrictamente por provincia y municipio por manejo de plomo y ácido sulfúrico.,Planta de Clasificación y Transferencia de Residuos en marcha (con salón de usos múltiples construido con maderas y materiales 100% reutilizados),Puntos Verdes y recolección diferenciada.,Arroyo Tandileofú,arbolado urbano y producción forestal en vivero municipal en convenio con CEFIC para especies autóctonas.,Centro de Almacenamiento Transitorio (CAT) para envases de fitosanitarios (Ley 27.279),ordenanza de agroquímicos y proyectos de energía solar en espacios públicos educativos.,https://www.ayacucho.gob.ar/ ; https://laquintadigital.com.ar/nota/6187/,,,,
MUN-BA-049,General Belgrano,Quinta,21000,Campañas barriales y comerciales coordinadas por la Secretaría de Desarrollo Local y Energías Renovables,capacitando sobre puntos verdes y separación de reciclables.,A cargo del Ministerio de Ambiente PBA. Sector Industrial Planificado enfocado en agroindustrias lácteas y alimenticias (1ra y 2da categoría bajo fiscalización municipal y control de vuelcos al Río Salado con ADA).,Proyecto técnico de reconversión del basural a cielo abierto histórico de 17 ha en un Ecoparque Ambiental. Cooperativa 'Los Tordos' opera en la recuperación de materiales en Puntos Verdes; Ordenanza 021/2021 obliga a grandes generadores a contar con contenedores diferenciados.,Bosque Encantado en Paraje Villanueva (reserva botánica y parque de más de 40 ha con árboles centenarios de valor patrimonial),ribera y balnearios del Río Salado.,Plan municipal de energías renovables y eficiencia energética,ordenanza de regulación de fitosanitarios y protección de la cuenca hídrica del Salado.,https://generalbelgrano.gob.ar/ ; https://sibom.slyt.gba.gob.ar/bulletins/5369/contents/1573268,,,,,,
MUN-BA-050,Lobería,Quinta,19000,"Promotores ambientales comunitarios; campañas 'Jueves Verdes', ecobotellas y talleres de reciclado articulados con el Taller Protegido de Lobería y escuelas.",Jurisdicción del Ministerio de Ambiente PBA. Parque Industrial y empresas agroindustriales (acopios,molinos,balanceados de 1ra y 2da cat.); el municipio supervisa habilitaciones y zonificaciones industriales.,Planta Municipal de Separación de Residuos inaugurada en 2022. Nueva ordenanza municipal para reducir la generación de basura (>8.000 ton/año),aumentar la recolección diferenciada y potenciar la economía circular.,Paisaje Protegido Arenas Verdes (costa agreste y dunas),Sistema serrano de Lobería y Parque Municipal Narciso del Valle.,Centro de Almacenamiento Transitorio (CAT) para envases fitosanitarios de CampoLimpio,ordenanza de control de fumigaciones y derivación de aceites vegetales usados.,https://www.loberia.gov.ar/ ; https://nden.com.ar/nota/31377/,,,,
MUN-BA-051,General Paz,Quinta,15000,Proyectos escolares ambientales ('Separadores' y 'Patrulla Ambiental') con recolección diferenciada comunitaria y jornadas de educación ecológica coordinadas por el municipio.,Ministerio de Ambiente PBA. Distrito predominantemente agrícola,tambero y ganadero; industrias de 1ra y 2da categoría con fiscalización de habilitación municipal y bromatología.,Integrado en la microrregión del anteproyecto del Ecoparque Ambiental Regional de la Cuenca del Salado para el cierre de vertederos a cielo abierto. Circuitos de puntos limpios y recolección diferenciada en Ranchos y Loma Verde.,Laguna de Ranchos (humedal central y reserva de avifauna),arbolado de espacios públicos y arroyo El Siasgo.,Ordenanza de resguardo para aplicaciones de fitosanitarios; proyectos escolares de valorización de residuos orgánicos para generación de biogás con plantas regionales.,https://generalpaz.gob.ar/ ; https://www.hcdgeneralpaz.gob.ar/,,,,,,,
MUN-BA-052,Maipú,Quinta,12000,Promoción de educación ambiental en escuelas rurales y urbanas,talleres de compostaje y reciclaje de plásticos a cargo de la Dirección de Ambiente.,Control a cargo del Ministerio de Ambiente PBA. Perfil agrícola-ganadero sin industrias de 3ra categoría; el municipio fiscaliza comercios,frigoríficos locales y plantas de acopio de 1ra y 2da categoría.,Planta de Clasificación y Separación de Residuos Urbanos. Recolección diferenciada y puntos limpios en Maipú,Las Armas y Santo Domingo.,Laguna Kakel Huincul (reserva natural integral y humedal de 2.000 ha de gran valor biológico y avifauna),arbolado de plazas y paseos públicos.,Ordenanza de regulación de agroquímicos con recetas agronómicas obligatorias para pulverizaciones periurbanas y campañas de recolección de bidones vacíos con CampoLimpio.,https://maipu.gob.ar/ ; https://sibom.slyt.gba.gob.ar/,,,,,
MUN-BA-053,Castelli,Quinta,10000,Programa 'Castelli Recicla' con promotores ambientales que asesoran en separación domiciliaria de residuos y concientización comunitaria en clubes e instituciones.,Min. Ambiente PBA. Sector Industrial Planificado orientado a lácteos y alimentos (1ra y 2da cat.); el municipio ejerce poder de policía y habilitación local,sin industrias de 3ra categoría radicadas.,Planta Municipal de Tratamiento y Separación de Residuos GIRSU activa y destacada en la región (>200.000 kg de materiales reciclados recuperados por año: cartón,vidrio,PET,chatarra). Control estricto de vertidos.,Laguna La Rosita (reserva natural urbana y humedal protegido),ribera del Río Salado; plan municipal de forestación con especies nativas.,Participación en el proyecto de saneamiento y Ecoparque Regional Cuenca del Salado; ordenanza de fitosanitarios y fomento de huertas agroecológicas comunitarias.,https://castelli.gob.ar/ ; https://recicladores.com.ar/planta-de-separacion-y-recuperacion-de-residuos-girsu/,,,,
MUN-BA-054,San Cayetano,Quinta,10000,Programa 'Basura Cero - Medio Ambiente San Cayetano' con promotores ambientales,visitas guiadas educativas a la planta de residuos y campañas permanentes de separación en origen.,Ministerio de Ambiente PBA. Distrito agrícola con Parque Industrial para agroservicios y metalmecánica ligera (1ra y 2da categoría fiscalizadas por la comuna).,Planta de Tratamiento de Residuos Sólidos Urbanos municipal consolidada (separación de origen,prensado de fardos,reciclado de bidones plásticos y vidrio). Puntos limpios en planta urbana y Balneario San Cayetano.,Balneario San Cayetano (reserva dunícola y pinar costero),lagunas La Salada y El Albardón; vivero municipal y plan de arbolado público.,Ordenanza de regulación y control de agroquímicos con fiscalización de franja de amortiguamiento periurbano; recolección diferenciada obligatoria en eventos masivos y grandes generadores.,https://sancayetano.gob.ar/ ; https://www.facebook.com/p/Basura-Cero-Medio-Ambiente-San-Cayetano-100069209919945/,,,,,
MUN-BA-055,Lezama,Quinta,6300,Campañas escolares y comunitarias organizadas por la Dirección de Producción y Medio Ambiente para concientizar sobre el uso de las Islas Ecológicas Inteligentes de reciclado.,Min. Ambiente PBA. No cuenta con industrias de 3ra categoría; controles locales centrados en estaciones de servicio,talleres,cooperativas agrícolas y tambos de 1ra y 2da categoría.,Red de Islas Ecológicas inteligentes para recepción diferenciada de residuos secos (papel,cartón,plástico,vidrio). Articulación con iniciativas regionales para erradicar basurales clandestinos.,Sistema de Lagunas Encadenadas (Laguna Las Barrancas,Laguna Tablillas) y ribera del Río Salado; protección de humedales pampeanos y fauna autóctona.,Ordenanza de regulación de aplicaciones de agroquímicos y fitosanitarios periurbanos; prevención y control de quemas en pastizales de la cuenca baja del Salado.,https://www.lezama.gob.ar/ ; https://sibom.slyt.gba.gob.ar/,,,
MUN-BA-056,General Lavalle,Quinta,5000,Educación ambiental focalizada en la preservación del Venado de las Pampas y los humedales de Bahía de Samborombón en escuelas primarias y secundarias.,Min. Ambiente PBA. No cuenta con industrias de 3ra categoría; actividad ganadera,portuaria de ría y pesquera artesanal controlada por normativa municipal y provincial.,Acciones para la erradicación y remediación del histórico basural en Paraje Pavón (utilizado históricamente para vertido de residuos de municipios costeros vecinos),con denuncias e intervención del Ministerio de Ambiente de Nación y Provincia para preservar la zona de humedales.,Parque Nacional Campos del Tuyú (refugio emblemático del Venado de las Pampas),Sitio RAMSAR Bahía de Samborombón y Reserva Natural Provincial Rincón de Ajó (humedales y cangrejales de máxima protección internacional).,Defensa activa del humedal costero internacional,ordenanzas de conservación de pastizales halófilos y manejo de rías.,https://www.generallavalle.gob.ar/ ; https://www.parquesnacionales.gob.ar/area-protegida/parque-nacional-campos-del-tuyu/,,,,,
MUN-BA-057,Pila,Quinta,4800,Promotores ambientales locales y talleres de verano con escuelas y centros juveniles para promover la separación en origen y el cuidado de los recursos hídricos.,Min. Ambiente PBA. Distrito agroganadero de cuenca baja sin industrias de 3ra categoría; inspección municipal de frigoríficos locales y agroservicios de 1ra y 2da categoría.,Puntos Verdes barriales y separación de residuos. Integrado al proyecto de GIRSU Regional de la Cuenca del Salado para el cierre de vertederos a cielo abierto locales.,Laguna Camarón Grande (Plan Medioambiental de recuperación y protección ecológica),Cuenca del Río Salado y humedales de pastizal inundable.,Plan de saneamiento de lagunas locales,ordenanza de regulación de pulverizaciones agrícolas con fitosanitarios y protección de cursos de agua superficiales.,https://pila.gob.ar/ ; https://laquintadigital.com.ar/,,,,,,,
MUN-BA-058,General Guido,Quinta,3200,Jornadas de educación ambiental escolar y comunitaria en articulación con el Ministerio de Ambiente PBA para fomento de huertas,compostaje y separación de reciclables.,Min. Ambiente PBA. Municipio netamente rural y ganadero sin establecimientos de 3ra categoría; fiscalización municipal en comercios y tambos.,Planta de Reciclaje y Separación de Residuos Sólidos Urbanos en General Guido y Labardén. Campañas de ecocanje y recolección diferenciada.,Humedales de la Cuenca del Salado y canales aliviadores; plan de conservación del arbolado público.,Fomento de la producción agroecológica familiar y ordenanza de fitosanitarios.,https://generalguido.gob.ar/ ; https://sibom.slyt.gba.gob.ar/,,,,,,,,
MUN-BA-059,Tordillo,Quinta,2600,Promotores ambientales juveniles y comunitarios en General Conesa; talleres sobre cuidado de flora y fauna en escuelas primarias y secundarias.,Min. Ambiente PBA. Perfil ganadero extensivo sin industrias de 3ra categoría; fiscalización municipal en servicios básicos y comercios.,Puntos Limpios en General Conesa y recolección selectiva de reciclables. Plan de manejo y ordenamiento del vertedero municipal.,Reserva Natural Integral Bahía de Samborombón (sector costero norte del partido sobre la Bahía),pastizales salinos y talares relictuales.,Planes de contingencia hídrica y saneamiento de cuenca del Salado,ordenanzas de control fitosanitario y protección de zonas de reserva biológica costera.,https://tordillo.gob.ar/ ; https://www.treslineas.com.ar/,,,,,,,
MUN-BA-060,Coronel Rosales,Sexta,68000,Implementación de programas de educación y concientización ambiental a través de la Unidad de Gestión Ambiental Municipal (UGAM). Se articulan capacitaciones en instituciones educativas,jornadas de limpieza comunitaria en playas de Pehuen Có y articulación con el programa provincial de promotores ambientales para la separación en origen.,"Presencia estratégica del complejo hidrocarburífero y portuario (Puerto Rosales / terminal Oiltanking Ebytem) e industrias de servicios navales. Por Ley Provincial 11.459 y Dto. 531/19, la fiscalización de industrias de 3ra categoría corresponde con exclusividad al Ministerio de Ambiente de la Provincia de Buenos Aires (ex OPDS), con intervención municipal de la UGAM en la recepción de denuncias vecinales, monitoreo de ruidos y olores, y control de establecimientos de 1ra y 2da categoría.",Ordenanza Municipal Nº 3512 de Gestión Integral de Residuos Sólidos Urbanos (GIRSU). Cuenta con puntos limpios distribuidos en Punta Alta y la villa balnearia Pehuen Có,recolección diferenciada y proyectos de saneamiento y mitigación de impacto en el predio de disposición final municipal.,"Destaca la Reserva Natural Provincial Pehuen Có - Monte Hermoso (yacimiento paleoicnológico con huellas fósiles únicas en el mundo), la Reserva Natural de la Defensa Baterías - Charles Darwin y la zona insular del estuario de la Bahía Blanca. Cuenta con plan de mantenimiento y reposición de arbolado urbano en Punta Alta.",Plan de recambio de luminarias públicas a tecnología LED para eficiencia energética,monitoreo de calidad de aguas costeras y control de efluentes hidrocarburíferos en el área portuaria.,https://hcdrosales.gob.ar/wp-content/uploads/2021/09/3512-Gestion-integral-residuos-solidos-urbanos.pdf ; https://www.ambiente.gba.gob.ar/,,,,,,
MUN-BA-061,Tres Arroyos,Sexta,64000,Estructura institucional liderada por la Secretaría de Gestión Ambiental. Cuenta con un inventario participativo de educación ambiental con la Provincia,red de promotores ambientales escolares y barriales,y talleres de compostaje y reciclado con cooperativas y clubes locales.,Cuenta con un consolidado Parque Industrial de Tres Arroyos (PITA) con molinos harineros,plantas aceiteras,metalmecánica y agroindustria pesada. El control de las industrias de 3ra categoría está centralizado en el Ministerio de Ambiente de la PBA; la Secretaría de Gestión Ambiental municipal fiscaliza radicaciones de 1ra y 2da categoría y supervisa vuelcos industriales al colector general.,Planta de Separación y Tratamiento de Residuos Sólidos Urbanos en la cabecera distrital y plantas satélites en las localidades costeras (Claromecó,Reta y Balneario Orense). Red extensa de Puntos Verdes y recolección diferenciada domiciliaria periódica.,Estación Forestal Ingeniero Paolucci (Vivero de Claromecó),reserva dunícola costera de protección de médanos vivos y cuenca del Arroyo Claromecó. Plan integral de arbolado público y reforestación comunitaria.,"Campañas de recolección de RAEE (residuos electrónicos) y neumáticos fuera de uso (NFU), ordenanza regulatoria para la aplicación de fitosanitarios y zonas de exclusión periurbana.",https://informacionpublica.ambiente.gba.gob.ar/inventario-participativo/verProyecto/189 ; https://www.tresarroyos.gov.ar/,,,
MUN-BA-062,Coronel Suárez,Sexta,43000,Subdirección de Ambiente (dependiente de la Secretaría de Producción). Programa activo de Jóvenes Promotores Ambientales,recorridas puerta a puerta en los barrios,capacitaciones en escuelas y colonias alemanas,y visitas guiadas a la Planta de Reciclado.,"Parque Industrial y plantas agroindustriales, calzado (Dass) y frigoríficos. La fiscalización de establecimientos de 3ra categoría compete al Ministerio de Ambiente PBA; el municipio audita categorías 1 y 2, monitoreando el correcto tratamiento de efluentes líquidos y emisión de olores.","Planta Municipal de Reciclado (Av. Alfonsina Storni). Sistema de recolección diferenciada en origen (residuos secos y húmedos), red de Puntos Limpios en Coronel Suárez, Huanguelén y Pueblos Alemanes (San José, Santa María y Santa Trinidad), complementado con jornadas regulares de Eco Canje.","Cuenca hídrica del arroyo Sauce Corto, cercanías al sistema serrano de Ventania, vivero municipal y plan de conservación del arbolado público urbano.","Adhesión a la Red Argentina de Municipios frente al Cambio Climático (RAMCC), Plan Local de Acción Climática (PLAC), gestión de envases vacíos de agroquímicos a través del CAT CampoLimpio local.",https://www.coronelsuarez.gob.ar/ambiente/ ; https://www.coronelsuarez.gob.ar/medio-ambiente/,,,,,,
MUN-BA-063,Patagones,Sexta,39000,Articulación institucional con el Consorcio Intermunicipal GIRSU Patagónico. Equipos de promotores ambientales que intervienen en escuelas primarias,secundarias y juntas vecinales para promover la separación comunitaria en origen y el consumo responsable.,"Actividad agroganadera, salinera, molinera y pesquera. Los establecimientos de 3ra categoría son fiscalizados directamente por el Ministerio de Ambiente de la Provincia; la Subsecretaría de Servicios Urbanos local gestiona los certificados de aptitud ambiental de 1ra y 2da categoría.","Centro Ambiental Patagónico GIRSU (consorcio modelo interprovincial integrado por Viedma, Patagones y San Javier). Dispone de planta de transferencia, separación y relleno sanitario moderno con geomembrana impermeabilizada, cerrando basurales a cielo abierto históricos.","Reserva Natural de Usos Múltiples Bahía San Blas (reconocida internacionalmente por su biodiversidad marina y avifauna), estuario del Río Negro y Reserva Los Pocitos. Plan de manejo costero y protección de la flora nativa del monte espinal patagónico.","Planes de mitigación frente a la desertificación, gestión diferenciada de residuos de la actividad pesquera artesanal y defensa costera contra la erosión fluvial y marítima.",https://www.ramcc.net/noticia.php?id=2016 ; https://girsu.rionegro.gov.ar/,,,,,,,,
MUN-BA-064,Villarino,Sexta,34000,Agencia de Energías Renovables y Ambiente (AERA Villarino) y Dirección de Ambiente. Red comunitaria de promotores ambientales que despliegan jornadas de Eco Canje en Médanos,Pedro Luro,Mayor Buratovich,Hilario Ascasubi y Algarrobo.,"Fuerte actividad agroindustrial (producción y empaque de cebolla, frigoríficos, agroquímicos). Las empresas de 3ra categoría están bajo control exclusivo de la cartera ambiental bonaerense; el municipio fiscaliza acopios y secaderos de 1ra y 2da categoría.","Plantas de Tratamiento y Separación de Residuos en Médanos y Pedro Luro. Cuenta con una destacada Planta Municipal de Compostaje (referente en el sudoeste) que procesa residuos orgánicos para el Vivero Forestal Argerich, complementado con red de Puntos Limpios.","Reserva Natural Provincial de Vida Silvestre Laguna Chasicó (cuerpo de agua hipersalino protegido), Salina La Colorada Chica y Parque Termal/Forestal Argerich (vivero de especies adaptadas a zonas semiáridas).","Polo de desarrollo eólico (Parque Eólico Villarino / La Castellana), programas de bioinsumos y fomento de buenas prácticas agrícolas en el Valle Bonaerense del Río Colorado (CORFO).",https://villarino.gob.ar/ ; https://www.ambiente.gba.gob.ar/,,,,,,
MUN-BA-065,Coronel Pringles,Sexta,26000,Área de Medio Ambiente municipal en el marco del programa 'Pringles Recicla'. Promotores escolares y vecinales encargados de la difusión de la separación obligatoria de residuos secos y húmedos.,"Sector Industrial Planificado (SIP) con agroindustrias molineras, lácteas y acopiadoras. Las industrias de 3ra categoría son inspeccionadas por el Ministerio de Ambiente de la Provincia; la comuna interviene en el otorgamiento de habilitaciones de 1ra y 2da categoría.",Ordenanza Municipal Nº 4.852. Planta Municipal de Reciclado en funcionamiento continuo y nueva Estación de Transferencia de Residuos. Sistema de recolección diferenciada y venta periódica de fardos de plástico,cartón y metales.,Balneario Municipal sobre el arroyo Pillahuincó,arbolado de alineación urbana y proyectos de cortinas forestales de amortiguamiento agropecuario con especies nativas.,Centro de Almacenamiento Transitorio (CAT) para envases fitosanitarios vacíos con CampoLimpio,control de efluentes en tambos y ordenanza sobre distancias de fumigación.,https://www.hcdcoronelpringles.gob.ar/ordenanzas/ordenanza-no-4-852-2/ ; https://www.coronelpringles.gov.ar/?q=areas-noticias/medio-ambiente,,,,,,
MUN-BA-066,Benito Juárez,Sexta,24000,Dirección de Medio Ambiente municipal. Incorporación de promotoras ambientales comunitarias en conjunto con el Ministerio de Ambiente de la PBA para el censo e inclusión de recuperadores urbanos y sensibilización barrial.,Parque Industrial y polo minero/cementero de Barker y Villa Cacique (Loma Negra). La fiscalización de 3ra categoría y minería corresponde a la Provincia de Buenos Aires (Ministerio de Ambiente y Dirección de Minería); el municipio controla habilitaciones de baja y media complejidad.,Saneamiento y clausura definitiva del basural a cielo abierto histórico. Puesta en marcha del nuevo Complejo Ambiental con celda sanitaria impermeabilizada y Planta de Separación de Residuos Sólidos Urbanos.,"Sierras de Barker y Villa Cacique (sistema de Tandilia, conservación de pastizal serrano), Parque Taglioretti y Laguna San Antonio. Programas de arbolado público urbano y rural.","Reconversión productiva sustentable en Barker, remediación de canteras, gestión de envases de agroquímicos y producción de compost orgánico municipal.",https://www.ambiente.gba.gob.ar/noticias/axel_recorre_saneamiento_ambiental_benito_juarez ; https://benitojuarez.gov.ar/,,,,,,,,,
MUN-BA-067,Saavedra (Pigüé),Sexta,24000,Área de Medio Ambiente y Servicios Públicos. Programas de educación ambiental en escuelas técnicas y primarias,concientización sobre uso eficiente del agua y separación en origen en Pigüé,Saavedra,Espartillar,Goyena y Dufaur.,Sector Industrial Planificado Pigüé (textiles,calzado,agroindustrias y aceites). Establecimientos de 3ra categoría fiscalizados por la autoridad ambiental provincial; el municipio fiscaliza categorías 1 y 2 y supervisa los efluentes volcados a la red cloacal.,Planta de Clasificación y Reciclado de Residuos en Pigüé y centros de transferencia en localidades del interior distrital. Red de contenedores diferenciados para reciclables y comercialización de materiales recuperados.,"Abra del Hinojo, cordones serranos de Curamalal y Ventania, y Parque Municipal San Martín (Pigüé). Mantenimiento del arbolado público y fomento de especies autóctonas.","Obras de optimización y monitoreo de la Planta Depuradora de Líquidos Cloacales de Pigüé, ordenanzas de fitosanitarios y protección de cuencas de arroyos serranos.",https://hcd.saavedra.gob.ar/proyectos_de_comunic/planta-depuradora-de-pigue/ ; https://saavedra.gob.ar/,,,
MUN-BA-068,Adolfo Alsina,Sexta,19000,Dirección de Ambiente y Desarrollo Sustentable. Cuerpo de promotores ambientales juveniles,instalación de Eco Puntos en patios escolares y talleres comunitarios de compostaje y huerta.,"Agroindustrias (molinos, lácteos), plantas de extracción de sal y servicios termales. Fiscalización de 3ra categoría centralizada en el Ministerio de Ambiente bonaerense; control municipal sobre categorías 1 y 2 con especial atención al vertido a la cuenca endorreica.","Planta de Clasificación y Tratamiento de Residuos Sólidos Urbanos en Carhué y centros de transferencia en Rivera, Villa Maza, San Miguel Arcángel y Gascón. Red de Eco Puntos urbanos y tratamiento de la fracción orgánica.","Reserva Natural y Turística Laguna Epecuén (sitio de alta relevancia ecológica y biogeográfica para aves migratorias como flamencos australes), ruinas de Villa Epecuén y relictos del Caldenal pampeano.","Turismo sustentable y eventos de bajo impacto ambiental ('Vuelta al Lago Epecuén'), ordenanza de preservación del arbolado público y gestión de envases de agroquímicos con CAT.",https://www.adolfoalsina.gov.ar/transparencia/datos-abiertos-direccion-ambiente-desarrollo-sustentable/ ; https://www.adolfoalsina.gov.ar/areas/ambiente/,,,,,,,,
MUN-BA-069,Daireaux,Sexta,19000,Área de Ambiente y Producción. Campañas barriales informativas de separación en origen,difusión de cronogramas de recolección selectiva y talleres de concientización ambiental en escuelas primarias.,"Predominio de acopios cerealeros, plantas de silos, agroquímicos y frigoríficos. Las empresas de 3ra categoría son fiscalizadas por el Ministerio de Ambiente de la Provincia; la comuna inspecciona establecimientos de 1ra y 2da categoría y sanidad ambiental.",Planta Municipal de Reciclado de Residuos con turnos diferenciados de recolección de materiales secos. Puntos limpios y venta periódica de fardos de plástico PET,cartón y vidrio.,"Laguna La Larga, Parque Ingeniero Hermitte y arbolado público de alineación en Daireaux, Salazar y Arboledas.",Inauguración y operación del Centro de Almacenamiento Transitorio (CAT) de CampoLimpio para el recupero de envases vacíos de fitosanitarios con técnica de triple lavado.,https://daireaux.gob.ar/el-area-de-ambiente-de-la-municipalidad-de-daireaux-informa-recorrido-de-reciclado/ ; https://www.campolimpio.org.ar/2025/04/se-inauguro-un-nuevo-centro-de-almacenamiento-transitorio-en-daireaux/,,,,,,,
MUN-BA-070,Puán,Sexta,18000,Dirección de Ambiente. Articulación con el INTA en capacitaciones ambientales a productores y vecinos,promotores ecológicos escolares y talleres de agricultura familiar sustentable.,"Sector agrícola, cerealeras, malterías (Maltería Pampa en la región) y agroindustrias. Fiscalización de 3ra categoría a cargo de la Provincia de Buenos Aires; el municipio fiscaliza categorías 1 y 2 y comercios locales.","Plantas de Separación y Clasificación de Residuos en Puan y 17 de Agosto (recuperando más de 45 toneladas mensuales de reciclables en el distrito). Puntos limpios en Darregueira, Bordenave, Felipe Solá y San Germán.","Reserva Natural y Cultural Isla de Puan (declarada de alto valor botánico, geológico y arqueológico en la Laguna de Puan), cerros circundantes y Vivero Forestal de Darregueira.","Protección de cuencas lacustres, ordenanza de regulación de fitosanitarios, gestión de residuos pecuarios y promoción de la agricultura familiar agroecológica.",https://puan.gob.ar/ ; https://www.redalyc.org/pdf/276/27611105.pdf,,,,,,,,
MUN-BA-071,Coronel Dorrego,Sexta,17000,"Secretaría de Ambiente, Obras y Servicios Públicos. Programa 'Tu Manzana Recicla' con promotores barriales, capacitaciones en clubes y centros comunitarios, y visitas educativas a la planta de residuos.","Polo nacional de producción olivícola (aceiteras, almazaras), molinos y frigorífico de Oriente. Fiscalización de 3ra categoría en manos del Ministerio de Ambiente PBA; la comuna fiscaliza establecimientos de 1ra y 2da categoría y supervisa la disposición del alperujo y efluentes agroindustriales.","Planta de Separación y Tratamiento de Residuos 'Plaseres' (con envíos periódicos de más de 15 toneladas de material reciclable). Red de Puntos Limpios en Coronel Dorrego, Oriente, El Perdido y Balneario Marisol.","Cuenca y desembocadura del Río Quequén Salado (cascadas Cifuentes y Mulpunleufú), dunas costeras de Marisol y Vivero Forestal Municipal. Plan integral de arbolado urbano.","Campañas de recolección de RAEE, producción olivícola sustentable, regulación de aplicaciones periurbanas de agroquímicos y monitoreo del recurso hídrico.",https://dorrego.gob.ar/ ; https://hcddorrego.gob.ar/,,,,,,,,,
MUN-BA-072,Tornquist,Sexta,16000,Subsecretaría de Ambiente y Desarrollo Sostenible. Programa de promotores ambientales comunitarios y turísticos en la Comarca Serrana,talleres de separación en origen en escuelas y campañas en temporada alta.,"Perfil orientado a servicios turísticos, hotelería, ganadería y agroindustria liviana. 3ra categoría controlada por la Provincia de Buenos Aires; estricto control municipal de zonificación, impacto ambiental de emprendimientos turísticos y ordenamiento territorial serrano.","Galpón y Planta de Reciclado de Tornquist, puntos limpios y recolección diferenciada en Tornquist, Sierra de la Ventana, Villa Ventana, Saldungaray y Chasicó.","Parque Provincial Ernesto Tornquist (Reserva Natural Integral de más de 6.700 hectáreas, hogar del Monumento Natural Iguana de Cobre, pastizal serrano y cabecera de cuencas hídricas), Reserva Natural Sierras Grandes.","Planes de prevención y combate de incendios forestales y serranos, desarrollo de parques eólicos en el distrito y ordenanza de protección paisajística y biológica.",https://tornquist.gob.ar/subsecretaria-de-ambiente-y-desarrollo-sostenible ; https://www.ambiente.gba.gob.ar/anp/parque_provincial_ernesto_tornquist,,,,,,,,
MUN-BA-073,Gonzales Chaves,Sexta,14000,Área de Medio Ambiente y Servicios Públicos. Campañas de concientización y educación ambiental escolar,jornadas vecinales sobre clasificación de residuos y difusión en redes oficiales.,Actividad agrícola-ganadera y acopios de cereal. 3ra categoría bajo control directo del Ministerio de Ambiente provincial; fiscalización municipal en comercios e industrias de 1ra y 2da categoría.,Planta Municipal de Reciclado de Residuos (con obras recientes de drenaje y mejora operativa). Puntos limpios en Chaves,De la Garma,Juan Eulogio Barra y Vásquez.,Parque Tantanakuy,lagunas del partido y plan de forestación y mantenimiento del arbolado público.,"Campañas de recolección de bidones de fitosanitarios con CampoLimpio, gestión de neumáticos fuera de uso y ordenanza de regulación de agroquímicos.",https://gonzaleschaves.gob.ar/mejoras-en-la-zona-de-la-planta-de-reciclado/ ; https://chavesdigital.com.ar/gonzales-chaves-acordo-la-provincia-tratar-los-residuos/,,,,,
